symbol;priceChange;priceChangePercent;weightedAvgPrice;prevClosePrice;lastPrice;lastQty;bidPrice;bidQty;askPrice;askQty;openPrice;highPrice;lowPrice;volume;quoteVolume;openTime;closeTime;firstId;lastId;count
ETHBTC;-0,00032000;-0,621;0,05133353;0,05153000;0,05121000;0,00490000;0,05121000;5,40870000;0,05122000;16,97890000;0,05153000;0,05206000;0,05098000;40035,48830000;2055,16289200;2024-01-04 22:12:09.412;2024-01-05 22:12:09.412;428898474;428968293;69820
LTCBTC;-0,00000700;-0,465;0,00149918;0,00150300;0,00149700;4,77600000;0,00149600;164,83500000;0,00149700;9,47300000;0,00150400;0,00151700;0,00147400;46558,47300000;69,79962675;2024-01-04 22:12:09.405;2024-01-05 22:12:09.405;94810582;94820193;9612
BNBBTC;-0,00004100;-0,566;0,00730261;0,00724200;0,00720200;2,50500000;0,00720100;1,00100000;0,00720200;17,35200000;0,00724300;0,00750000;0,00713400;59972,85600000;437,95850885;2024-01-04 22:12:09.803;2024-01-05 22:12:09.803;232011399;232073063;61665
NEOBTC;-0,00001590;-5,455;0,00028284;0,00029160;0,00027560;10,44000000;0,00027520;49,78000000;0,00027600;32,57000000;0,00029150;0,00029270;0,00027050;15678,83000000;4,43466076;2024-01-04 22:11:41.834;2024-01-05 22:11:41.834;46042501;46044085;1585
QTUMETH;-0,00005600;-3,911;0,00140014;0,00143600;0,00137600;2,50000000;0,00137100;426,70000000;0,00137600;14,80000000;0,00143200;0,00143900;0,00136700;2968,70000000;4,15660690;2024-01-04 22:11:49.713;2024-01-05 22:11:49.713;5417316;5417430;115
EOSETH;-0,00000940;-2,765;0,00033484;0,00033940;0,00033060;7,10000000;0,00032900;929,60000000;0,00033010;921,10000000;0,00034000;0,00034160;0,00032600;66721,50000000;22,34086930;2024-01-04 22:11:53.577;2024-01-05 22:11:53.577;23531790;23532273;484
SNTETH;-0,00000104;-5,517;0,00001846;0,00001885;0,00001781;2496,00000000;0,00001780;2511,00000000;0,00001788;2155,00000000;0,00001885;0,00001905;0,00001772;136715,00000000;2,52307564;2024-01-04 22:10:06.875;2024-01-05 22:10:06.875;3958948;3959019;72
BNTETH;-0,00001990;-5,720;0,00033901;0,00035130;0,00032800;21,10000000;0,00032800;0,10000000;0,00033010;317,50000000;0,00034790;0,00035130;0,00032380;20802,00000000;7,05211430;2024-01-04 22:08:37.577;2024-01-05 22:08:37.577;2286586;2286896;311
BCCBTC;0,00000000;0,000;0,00000000;0,07908100;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
GASBTC;-0,00000440;-3,145;0,00013677;0,00014010;0,00013550;22,00000000;0,00013530;333,80000000;0,00013560;226,80000000;0,00013990;0,00014090;0,00013390;32741,60000000;4,47819921;2024-01-04 22:12:08.955;2024-01-05 22:12:08.955;21936644;21939308;2665
BNBETH;0,00010000;0,071;0,14197973;0,14040000;0,14070000;0,57900000;0,14060000;3,09800000;0,14070000;34,48500000;0,14060000;0,14490000;0,13970000;8463,58300000;1201,65725210;2024-01-04 22:12:09.555;2024-01-05 22:12:09.555;57421690;57432154;10465
BTCUSDT;-529,90000000;-1,198;43750,22550868;44243,93000000;43714,03000000;0,00070000;43714,03000000;1,46133000;43714,04000000;0,48843000;44243,93000000;44729,58000000;42450,00000000;49543,47584000;2167538240,48367050;2024-01-04 22:12:09.548;2024-01-05 22:12:09.548;3352435067;3354526648;2091582
ETHUSDT;-41,25000000;-1,810;2245,50590323;2279,52000000;2238,28000000;0,66420000;2238,28000000;17,39700000;2238,29000000;3,79470000;2279,53000000;2286,75000000;2206,17000000;398165,63410000;894083281,83615300;2024-01-04 22:12:09.624;2024-01-05 22:12:09.624;1270021730;1270767526;745797
HSRBTC;0,00000000;0,000;0,00000000;0,00041400;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
OAXETH;0,00000000;0,000;0,00000000;0,00017780;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
DNTETH;0,00000000;0,000;0,00000000;0,00002801;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
MCOETH;0,00000000;0,000;0,00000000;0,00577200;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
ICNETH;0,00000000;0,000;0,00000000;0,00166300;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
MCOBTC;0,00000000;0,000;0,00000000;0,00021140;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
WTCBTC;0,00000000;0,000;0,00000000;0,00000024;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
WTCETH;0,00000000;0,000;0,00000000;0,00023700;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
LRCBTC;-0,00000044;-7,085;0,00000599;0,00000622;0,00000577;704,00000000;0,00000576;4128,00000000;0,00000577;6401,00000000;0,00000621;0,00000624;0,00000567;1211531,00000000;7,26202002;2024-01-04 22:12:09.448;2024-01-05 22:12:09.448;22303676;22305956;2281
LRCETH;-0,00000804;-6,657;0,00011751;0,00012236;0,00011273;21,00000000;0,00011243;3040,00000000;0,00011273;27,00000000;0,00012077;0,00012130;0,00011096;213775,00000000;25,12032063;2024-01-04 22:12:04.143;2024-01-05 22:12:04.143;4757147;4757441;295
QTUMBTC;-0,00000320;-4,348;0,00007179;0,00007380;0,00007040;25,00000000;0,00007020;258,20000000;0,00007040;65,20000000;0,00007360;0,00007400;0,00006970;17274,50000000;1,24020252;2024-01-04 22:12:02.744;2024-01-05 22:12:02.744;24275418;24279921;4504
YOYOBTC;0,00000000;0,000;0,00000000;0,00000008;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
OMGBTC;0,00000000;0,000;0,00000000;0,00003080;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
OMGETH;0,00000000;0,000;0,00000000;0,00079100;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
ZRXBTC;-0,00000023;-2,968;0,00000800;0,00000775;0,00000752;512,00000000;0,00000751;2022,00000000;0,00000753;140,00000000;0,00000775;0,00000840;0,00000736;558214,00000000;4,46810489;2024-01-04 22:12:03.378;2024-01-05 22:12:03.378;25681942;25683635;1694
ZRXETH;0,00000000;0,000;0,00000000;0,00009940;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
STRATBTC;0,00000000;0,000;0,00000000;0,00003085;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
STRATETH;0,00000000;0,000;0,00000000;0,00105300;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
SNGLSBTC;0,00000000;0,000;0,00000000;0,00000013;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
SNGLSETH;0,00000000;0,000;0,00000000;0,00005306;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
BQXBTC;0,00000000;0,000;0,00000000;0,00008703;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
BQXETH;0,00000000;0,000;0,00000000;0,00126350;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
KNCBTC;-0,00000050;-3,266;0,00001523;0,00001529;0,00001481;14,10000000;0,00001476;954,60000000;0,00001481;1035,60000000;0,00001531;0,00001570;0,00001466;137918,10000000;2,10066737;2024-01-04 22:12:09.446;2024-01-05 22:12:09.446;20496623;20500145;3523
KNCETH;0,00000000;0,000;0,00000000;0,00039410;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
FUNBTC;0,00000000;0,000;0,00000000;0,00000029;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
FUNETH;-0,00000005;-1,946;0,00000255;0,00000257;0,00000252;96402,00000000;0,00000251;17799,00000000;0,00000253;218126,00000000;0,00000257;0,00000258;0,00000250;2795562,00000000;7,13940114;2024-01-04 22:12:09.376;2024-01-05 22:12:09.376;3266020;3266262;243
SNMBTC;0,00000000;0,000;0,00000000;0,00000057;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
SNMETH;0,00000000;0,000;0,00000000;0,00004986;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
NEOETH;-0,00029100;-5,140;0,00548988;0,00567100;0,00537100;1,01000000;0,00537500;8,30000000;0,00538400;0,21000000;0,00566200;0,00569300;0,00530800;2689,73000000;14,76629568;2024-01-04 22:12:03.182;2024-01-05 22:12:03.182;11461956;11462191;236
IOTABTC;-0,00000029;-4,874;0,00000578;0,00000595;0,00000566;173,00000000;0,00000565;1604,00000000;0,00000566;3604,00000000;0,00000595;0,00000598;0,00000560;1077029,00000000;6,22120763;2024-01-04 22:12:08.713;2024-01-05 22:12:08.713;34639939;34641676;1738
IOTAETH;-0,00000420;-3,649;0,00011252;0,00011750;0,00011090;223,00000000;0,00011020;802,00000000;0,00011060;290,00000000;0,00011510;0,00011630;0,00010940;172552,00000000;19,41608820;2024-01-04 22:12:08.659;2024-01-05 22:12:08.659;7807098;7807340;243
LINKBTC;-0,00001300;-3,932;0,00032509;0,00033060;0,00031760;10,84000000;0,00031740;330,56000000;0,00031760;252,32000000;0,00033060;0,00033240;0,00031620;305539,08000000;99,32717998;2024-01-04 22:12:09.375;2024-01-05 22:12:09.375;92600075;92612179;12105
LINKETH;-0,00021800;-3,398;0,00631303;0,00642900;0,00619700;1,00000000;0,00619700;728,63000000;0,00620700;50,64000000;0,00641500;0,00647500;0,00617300;37823,43000000;238,78044013;2024-01-04 22:12:09.428;2024-01-05 22:12:09.428;20984498;20989283;4786
XVGBTC;0,00000000;0,000;0,00000000;0,00000015;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
XVGETH;-0,00000008;-5,000;0,00000157;0,00000161;0,00000152;10353,00000000;0,00000152;841502,00000000;0,00000153;396141,00000000;0,00000160;0,00000162;0,00000152;7300060,00000000;11,46062551;2024-01-04 22:11:52.269;2024-01-05 22:11:52.269;11272658;11273067;410
SALTBTC;0,00000000;0,000;0,00000000;0,00004250;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
SALTETH;0,00000000;0,000;0,00000000;0,00113800;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
MDABTC;0,00000000;0,000;0,00000000;0,00000382;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
MDAETH;0,00000000;0,000;0,00000000;0,00181150;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
MTLBTC;-0,00000124;-3,510;0,00003492;0,00003527;0,00003409;37,30000000;0,00003408;37,30000000;0,00003414;310,70000000;0,00003533;0,00003552;0,00003377;101357,90000000;3,53912619;2024-01-04 22:12:04.457;2024-01-05 22:12:04.457;20690797;20692914;2118
MTLETH;0,00000000;0,000;0,00000000;0,00068340;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
SUBBTC;0,00000000;0,000;0,00000000;0,00000457;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
SUBETH;0,00000000;0,000;0,00000000;0,00012334;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
EOSBTC;-0,00000064;-3,655;0,00001712;0,00001751;0,00001687;464,50000000;0,00001686;5223,70000000;0,00001688;643,30000000;0,00001751;0,00001755;0,00001666;534648,50000000;9,15525065;2024-01-04 22:12:09.446;2024-01-05 22:12:09.446;75225790;75228093;2304
SNTBTC;-0,00000005;-5,208;0,00000094;0,00000096;0,00000091;3551,00000000;0,00000091;80488,00000000;0,00000092;412326,00000000;0,00000096;0,00000098;0,00000090;1855183,00000000;1,73622577;2024-01-04 22:12:05.319;2024-01-05 22:12:05.319;12855229;12857219;1991
ETCETH;-0,00015000;-1,665;0,00891190;0,00902000;0,00886000;15,99000000;0,00886000;5,04000000;0,00888000;49,34000000;0,00901000;0,00907000;0,00877000;3579,38000000;31,89906360;2024-01-04 22:11:59.727;2024-01-05 22:11:59.727;8740057;8740419;363
ETCBTC;-0,00001000;-2,155;0,00045762;0,00046400;0,00045400;159,57000000;0,00045300;802,37000000;0,00045500;1003,63000000;0,00046400;0,00046600;0,00044700;18251,97000000;8,35239138;2024-01-04 22:12:09.726;2024-01-05 22:12:09.726;44245114;44247094;1981
MTHBTC;0,00000000;0,000;0,00000000;0,00000023;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
MTHETH;0,00000000;0,000;0,00000000;0,00004135;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
ENGBTC;0,00000000;0,000;0,00000000;0,00006200;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
ENGETH;0,00000000;0,000;0,00000000;0,00186480;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
DNTBTC;0,00000000;0,000;0,00000000;0,00000186;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
ZECBTC;-0,00002500;-4,488;0,00053994;0,00055400;0,00053200;1,80200000;0,00053000;143,15600000;0,00053200;141,63800000;0,00055700;0,00055700;0,00051700;15825,04300000;8,54463348;2024-01-04 22:12:05.546;2024-01-05 22:12:05.546;28201344;28203571;2228
ZECETH;-0,00040000;-3,704;0,01046282;0,01080000;0,01040000;2,11500000;0,01035000;30,00100000;0,01040000;8,50900000;0,01080000;0,01080000;0,01006000;1903,60400000;19,91707335;2024-01-04 22:11:27.351;2024-01-05 22:11:27.351;3604915;3605304;390
BNTBTC;-0,00000121;-6,722;0,00001726;0,00001799;0,00001679;53,70000000;0,00001679;9,30000000;0,00001681;62,00000000;0,00001800;0,00001801;0,00001661;102136,80000000;1,76323737;2024-01-04 22:12:07.945;2024-01-05 22:12:07.945;8584945;8587277;2333
ASTBTC;-0,00000012;-4,380;0,00000267;0,00000273;0,00000262;1150,00000000;0,00000261;9456,00000000;0,00000263;1374,00000000;0,00000274;0,00000274;0,00000258;822925,00000000;2,19565154;2024-01-04 22:12:09.395;2024-01-05 22:12:09.395;17794831;17796429;1599
ASTETH;0,00000000;0,000;0,00000000;0,00006960;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
DASHBTC;-0,00001900;-2,774;0,00066954;0,00068400;0,00066600;5,61000000;0,00066600;10,88500000;0,00066700;42,00000000;0,00068500;0,00069400;0,00064800;6911,75400000;4,62768442;2024-01-04 22:11:56.046;2024-01-05 22:11:56.046;27879831;27882933;3103
DASHETH;-0,00025000;-1,887;0,01311233;0,01327000;0,01300000;0,84600000;0,01299000;14,47000000;0,01305000;33,92100000;0,01325000;0,01331000;0,01271000;1423,33000000;18,66316555;2024-01-04 22:12:09.749;2024-01-05 22:12:09.749;3919325;3919808;484
OAXBTC;-0,00000007;-1,852;0,00000373;0,00000378;0,00000371;759,00000000;0,00000372;1557,00000000;0,00000374;1701,00000000;0,00000378;0,00000388;0,00000367;461607,00000000;1,72195930;2024-01-04 22:10:39.390;2024-01-05 22:10:39.390;16334028;16334832;805
ICNBTC;0,00000000;0,000;0,00000000;0,00005742;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
BTGBTC;0,00000000;0,000;0,00000000;0,00091300;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
BTGETH;0,00000000;0,000;0,00000000;0,05274500;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
EVXBTC;0,00000000;0,000;0,00000000;0,00000274;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
EVXETH;0,00000000;0,000;0,00000000;0,00062490;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
REQBTC;-0,00000009;-4,390;0,00000202;0,00000206;0,00000196;17000,00000000;0,00000195;9032,00000000;0,00000196;4200,00000000;0,00000205;0,00000206;0,00000193;1104305,00000000;2,22595387;2024-01-04 22:11:41.834;2024-01-05 22:11:41.834;14003080;14004445;1366
REQETH;0,00000000;0,000;0,00000000;0,00004995;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
VIBBTC;0,00000008;5,096;0,00000158;0,00000157;0,00000165;706,00000000;0,00000164;142,00000000;0,00000165;22361,00000000;0,00000157;0,00000165;0,00000153;1930190,00000000;3,04425081;2024-01-04 22:12:08.514;2024-01-05 22:12:08.514;12745459;12747131;1673
VIBETH;0,00000000;0,000;0,00000000;0,00003450;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
HSRETH;0,00000000;0,000;0,00000000;0,01247400;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
TRXBTC;-0,00000005;-2,058;0,00000241;0,00000242;0,00000238;213,00000000;0,00000238;18543,00000000;0,00000239;1418489,00000000;0,00000243;0,00000248;0,00000236;19965547,00000000;48,15958177;2024-01-04 22:12:06.351;2024-01-05 22:12:06.351;70430653;70438362;7710
TRXETH;-0,00000048;-1,022;0,00004685;0,00004697;0,00004650;60,00000000;0,00004649;61,00000000;0,00004650;5511,00000000;0,00004698;0,00004768;0,00004615;1914212,00000000;89,68702932;2024-01-04 22:11:55.702;2024-01-05 22:11:55.702;36918363;36923761;5399
POWRBTC;0,00000412;32,162;0,00001553;0,00001284;0,00001693;106,00000000;0,00001693;673,00000000;0,00001698;26,00000000;0,00001281;0,00001752;0,00001246;4628548,00000000;71,87049842;2024-01-04 22:12:09.631;2024-01-05 22:12:09.631;17089458;17112967;23510
POWRETH;0,00008280;33,293;0,00029368;0,00025120;0,00033150;18,00000000;0,00033060;338,00000000;0,00033160;605,00000000;0,00024870;0,00034520;0,00024280;596200,00000000;175,09148616;2024-01-04 22:12:07.971;2024-01-05 22:12:07.971;3212028;3216452;4425
ARKBTC;0,00000000;0,000;0,00000000;0,00001679;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
ARKETH;0,00000000;0,000;0,00000000;0,00104600;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
YOYOETH;0,00000000;0,000;0,00000000;0,00005828;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
XRPBTC;-0,00000028;-2,102;0,00001309;0,00001332;0,00001304;71,00000000;0,00001304;33346,00000000;0,00001305;37001,00000000;0,00001332;0,00001336;0,00001282;19562870,00000000;256,16807792;2024-01-04 22:12:09.570;2024-01-05 22:12:09.570;158359097;158378548;19452
XRPETH;-0,00000370;-1,431;0,00025468;0,00025840;0,00025480;100,00000000;0,00025470;2813,00000000;0,00025480;2501,00000000;0,00025850;0,00026050;0,00025080;1864491,00000000;474,85569060;2024-01-04 22:12:09.466;2024-01-05 22:12:09.466;30330785;30334149;3365
MODBTC;0,00000000;0,000;0,00000000;0,00004280;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
MODETH;0,00000000;0,000;0,00000000;0,00116700;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
ENJBTC;-0,00000052;-6,753;0,00000742;0,00000768;0,00000718;1487,70000000;0,00000716;5793,90000000;0,00000718;6795,10000000;0,00000770;0,00000774;0,00000713;1227860,90000000;9,11420824;2024-01-04 22:12:03.593;2024-01-05 22:12:03.593;40593208;40596402;3195
ENJETH;-0,00000860;-5,764;0,00014506;0,00014960;0,00014060;118,30000000;0,00013970;2501,90000000;0,00014020;632,50000000;0,00014920;0,00015060;0,00013900;115661,70000000;16,77740022;2024-01-04 22:12:03.593;2024-01-05 22:12:03.593;7811718;7812134;417
STORJBTC;-0,00000063;-4,286;0,00001489;0,00001472;0,00001407;81,00000000;0,00001409;1278,00000000;0,00001412;1278,00000000;0,00001470;0,00001547;0,00001385;414198,00000000;6,16644977;2024-01-04 22:11:56.753;2024-01-05 22:11:56.753;14100508;14102308;1801
STORJETH;0,00000000;0,000;0,00000000;0,00029910;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
BNBUSDT;-5,70000000;-1,779;318,47946971;320,50000000;314,70000000;0,12200000;314,70000000;178,36500000;314,80000000;179,97100000;320,40000000;327,30000000;308,60000000;1165796,74000000;371282327,54340000;2024-01-04 22:12:08.780;2024-01-05 22:12:08.780;699393152;699787988;394837
VENBNB;0,00000000;0,000;0,00000000;0,14920000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
YOYOBNB;0,00000000;0,000;0,00000000;0,00059800;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
POWRBNB;0,00000000;0,000;0,00000000;0,00385000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;2023-12-14 06:22:19.680;2023-12-15 06:22:19.680;-1;-1;0
